t             dt        Er         epsilon    n0         n1         n2         n3         n4         ElasLoss   R0         R1         R2         V1         V2         I1         Ic1         I2         Ic2         Q1         Q2         P0         
5.242062E-006 1E-008    74.7       19.4       1.33E+018  2.19E+017  2.32E+017  1.2E+017   8.26E+013  7.88E+005  2.81E+023  2.21E+019  2.51E+020  -300       0          0.0356     0.0351     -0.0356    -0.0356    -2.03E-009 1.22E-011  10.6       
5.342062E-006 1E-008    75.6       19.3       1.39E+018  2.28E+017  2.42E+017  1.25E+017  8.95E+013  8.21E+005  2.89E+023  2.37E+019  2.69E+020  -300       0          0.0368     0.0364     -0.0369    -0.0369    -2.08E-009 1.21E-011  11         
5.442062E-006 1E-008    76.3       19.1       1.44E+018  2.38E+017  2.52E+017  1.31E+017  9.68E+013  8.55E+005  2.98E+023  2.53E+019  2.88E+020  -300       0          0.0381     0.0377     -0.0381    -0.0381    -2.12E-009 1.2E-011   11.4       
5.542062E-006 1E-008    76.8       18.8       1.5E+018   2.48E+017  2.62E+017  1.36E+017  1.04E+014  8.9E+005   3.06E+023  2.71E+019  3.07E+020  -300       0          0.0394     0.0389     -0.0394    -0.0394    -2.16E-009 1.19E-011  11.8       
5.642062E-006 1E-008    77.2       18.6       1.56E+018  2.58E+017  2.73E+017  1.42E+017  1.12E+014  9.25E+005  3.14E+023  2.89E+019  3.27E+020  -300       0          0.0406     0.0402     -0.0407    -0.0407    -2.2E-009  1.18E-011  12.2       
5.742062E-006 1E-008    77.5       18.4       1.62E+018  2.69E+017  2.83E+017  1.48E+017  1.21E+014  9.6E+005   3.22E+023  3.07E+019  3.48E+020  -300       0          0.0419     0.0415     -0.0419    -0.0419    -2.24E-009 1.17E-011  12.5       
5.842062E-006 1E-008    77.7       18.2       1.68E+018  2.79E+017  2.94E+017  1.54E+017  1.29E+014  9.96E+005  3.3E+023   3.27E+019  3.7E+020   -300       0          0.0432     0.0428     -0.0432    -0.0432    -2.28E-009 1.16E-011  12.9       
5.942062E-006 1E-008    78         18         1.74E+018  2.9E+017   3.04E+017  1.6E+017   1.38E+014  1.03E+006  3.37E+023  3.47E+019  3.92E+020  -300       0          0.0444     0.0441     -0.0444    -0.0444    -2.31E-009 1.15E-011  13.3       
6.042062E-006 1E-008    78.2       17.9       1.8E+018   3E+017     3.15E+017  1.67E+017  1.48E+014  1.07E+006  3.43E+023  3.67E+019  4.15E+020  -300       0          0.0456     0.0453     -0.0457    -0.0457    -2.34E-009 1.14E-011  13.7       
6.142062E-006 1E-008    78.4       17.7       1.86E+018  3.11E+017  3.26E+017  1.73E+017  1.57E+014  1.1E+006   3.49E+023  3.89E+019  4.39E+020  -300       0          0.0468     0.0466     -0.0469    -0.0469    -2.37E-009 1.13E-011  14         
6.242062E-006 1E-008    78.5       17.6       1.92E+018  3.21E+017  3.37E+017  1.79E+017  1.67E+014  1.14E+006  3.55E+023  4.11E+019  4.63E+020  -300       0          0.048      0.0477     -0.048     -0.048     -2.4E-009  1.12E-011  14.4       
6.342062E-006 1E-008    78.7       17.4       1.98E+018  3.32E+017  3.47E+017  1.86E+017  1.78E+014  1.17E+006  3.6E+023   4.34E+019  4.88E+020  -300       0          0.0491     0.0489     -0.0492    -0.0492    -2.42E-009 1.11E-011  14.7       
6.442062E-006 1E-008    78.8       17.3       2.04E+018  3.42E+017  3.58E+017  1.92E+017  1.88E+014  1.21E+006  3.65E+023  4.57E+019  5.13E+020  -300       0          0.0503     0.05       -0.0503    -0.0503    -2.45E-009 1.1E-011   15         
6.542062E-006 1E-008    79         17.2       2.09E+018  3.53E+017  3.68E+017  1.99E+017  1.99E+014  1.24E+006  3.7E+023   4.81E+019  5.39E+020  -300       0          0.0514     0.0511     -0.0514    -0.0514    -2.47E-009 1.09E-011  15.4       
6.642062E-006 1E-008    79.1       17.1       2.15E+018  3.63E+017  3.79E+017  2.05E+017  2.1E+014   1.27E+006  3.75E+023  5.06E+019  5.65E+020  -300       0          0.0524     0.0522     -0.0525    -0.0525    -2.49E-009 1.08E-011  15.7       
6.742062E-006 1E-008    79.2       17         2.2E+018   3.73E+017  3.89E+017  2.11E+017  2.22E+014  1.31E+006  3.79E+023  5.31E+019  5.92E+020  -300       0          0.0535     0.0533     -0.0535    -0.0535    -2.52E-009 1.07E-011  16         
6.842062E-006 1E-008    79.3       16.9       2.26E+018  3.83E+017  3.99E+017  2.18E+017  2.33E+014  1.34E+006  3.83E+023  5.57E+019  6.2E+020   -300       0          0.0545     0.0543     -0.0545    -0.0546    -2.54E-009 1.05E-011  16.3       
6.942062E-006 1E-008    79.4       16.8       2.31E+018  3.93E+017  4.09E+017  2.24E+017  2.45E+014  1.37E+006  3.87E+023  5.83E+019  6.47E+020  -300       0          0.0555     0.0553     -0.0556    -0.0556    -2.56E-009 1.04E-011  16.6       
7.042062E-006 1E-008    79.5       16.7       2.36E+018  4.03E+017  4.19E+017  2.31E+017  2.57E+014  1.4E+006   3.91E+023  6.1E+019   6.76E+020  -300       0          0.0565     0.0563     -0.0566    -0.0566    -2.58E-009 1.03E-011  16.9       
7.142062E-006 1E-008    79.6       16.6       2.42E+018  4.12E+017  4.29E+017  2.37E+017  2.7E+014   1.43E+006  3.95E+023  6.37E+019  7.04E+020  -300       0          0.0575     0.0573     -0.0575    -0.0575    -2.59E-009 1.02E-011  17.2       
7.242062E-006 1E-008    79.7       16.5       2.47E+018  4.22E+017  4.39E+017  2.44E+017  2.82E+014  1.46E+006  3.98E+023  6.64E+019  7.33E+020  -300       0          0.0585     0.0583     -0.0585    -0.0585    -2.61E-009 1.01E-011  17.5       
7.342062E-006 1E-008    79.8       16.5       2.52E+018  4.31E+017  4.48E+017  2.5E+017   2.95E+014  1.49E+006  4.02E+023  6.92E+019  7.62E+020  -300       0          0.0594     0.0592     -0.0594    -0.0594    -2.63E-009 9.96E-012  17.8       
7.442062E-006 1E-008    79.9       16.4       2.57E+018  4.4E+017   4.57E+017  2.57E+017  3.08E+014  1.52E+006  4.05E+023  7.2E+019   7.92E+020  -300       0          0.0603     0.0601     -0.0603    -0.0603    -2.65E-009 9.84E-012  18.1       
7.542062E-006 1E-008    80         16.3       2.62E+018  4.5E+017   4.67E+017  2.63E+017  3.21E+014  1.55E+006  4.08E+023  7.49E+019  8.21E+020  -300       0          0.0612     0.061      -0.0612    -0.0612    -2.66E-009 9.72E-012  18.3       
7.642062E-006 1E-008    80         16.2       2.66E+018  4.58E+017  4.76E+017  2.69E+017  3.34E+014  1.58E+006  4.11E+023  7.77E+019  8.51E+020  -300       0          0.0621     0.0619     -0.0621    -0.0621    -2.68E-009 9.6E-012   18.6       
7.742062E-006 1E-008    80.1       16.2       2.71E+018  4.67E+017  4.85E+017  2.75E+017  3.48E+014  1.61E+006  4.14E+023  8.06E+019  8.81E+020  -300       0          0.0629     0.0628     -0.0629    -0.0629    -2.69E-009 9.48E-012  18.8       
7.842062E-006 1E-008    80.2       16.1       2.76E+018  4.76E+017  4.93E+017  2.82E+017  3.61E+014  1.63E+006  4.17E+023  8.36E+019  9.11E+020  -300       0          0.0638     0.0636     -0.0638    -0.0638    -2.71E-009 9.35E-012  19.1       
7.942062E-006 1E-008    80.2       16.1       2.8E+018   4.85E+017  5.02E+017  2.88E+017  3.75E+014  1.66E+006  4.2E+023   8.65E+019  9.41E+020  -300       0          0.0646     0.0644     -0.0646    -0.0646    -2.72E-009 9.23E-012  19.3       
8.042062E-006 1E-008    80.3       16         2.85E+018  4.93E+017  5.1E+017   2.94E+017  3.89E+014  1.69E+006  4.23E+023  8.95E+019  9.72E+020  -300       0          0.0654     0.0652     -0.0654    -0.0654    -2.74E-009 9.11E-012  19.6       
8.142062E-006 1E-008    80.4       16         2.89E+018  5.01E+017  5.19E+017  3E+017     4.03E+014  1.71E+006  4.26E+023  9.24E+019  1E+021     -300       0          0.0662     0.066      -0.0662    -0.0662    -2.75E-009 8.98E-012  19.8       
8.242062E-006 1E-008    80.4       15.9       2.93E+018  5.09E+017  5.27E+017  3.06E+017  4.17E+014  1.74E+006  4.28E+023  9.54E+019  1.03E+021  -300       0          0.0669     0.0668     -0.067     -0.067     -2.76E-009 8.86E-012  20.1       
8.342062E-006 1E-008    80.5       15.9       2.97E+018  5.17E+017  5.35E+017  3.12E+017  4.31E+014  1.76E+006  4.31E+023  9.84E+019  1.06E+021  -300       0          0.0677     0.0676     -0.0677    -0.0677    -2.78E-009 8.74E-012  20.3       
8.442062E-006 1E-008    80.5       15.8       3.02E+018  5.25E+017  5.43E+017  3.18E+017  4.45E+014  1.79E+006  4.33E+023  1.01E+020  1.09E+021  -300       0          0.0684     0.0683     -0.0685    -0.0685    -2.79E-009 8.61E-012  20.5       
8.542062E-006 1E-008    80.6       15.8       3.06E+018  5.33E+017  5.51E+017  3.24E+017  4.59E+014  1.81E+006  4.36E+023  1.04E+020  1.12E+021  -300       0          0.0692     0.0691     -0.0692    -0.0692    -2.8E-009  8.49E-012  20.7       
8.642062E-006 1E-008    80.6       15.7       3.09E+018  5.4E+017   5.58E+017  3.3E+017   4.73E+014  1.84E+006  4.38E+023  1.07E+020  1.15E+021  -300       0          0.0699     0.0698     -0.0699    -0.0699    -2.81E-009 8.36E-012  20.9       
8.742062E-006 1E-008    80.7       15.7       3.13E+018  5.48E+017  5.66E+017  3.35E+017  4.87E+014  1.86E+006  4.4E+023   1.1E+020   1.18E+021  -300       0          0.0706     0.0705     -0.0706    -0.0706    -2.83E-009 8.24E-012  21.1       
8.842062E-006 1E-008    80.7       15.6       3.17E+018  5.55E+017  5.73E+017  3.41E+017  5.02E+014  1.88E+006  4.42E+023  1.13E+020  1.22E+021  -300       0          0.0713     0.0712     -0.0713    -0.0713    -2.84E-009 8.12E-012  21.4       
8.942062E-006 1E-008    80.8       15.6       3.21E+018  5.62E+017  5.8E+017   3.47E+017  5.16E+014  1.9E+006   4.45E+023  1.16E+020  1.25E+021  -300       0          0.0719     0.0718     -0.072     -0.072     -2.85E-009 8E-012     21.6       
9.042062E-006 1E-008    80.8       15.5       3.25E+018  5.69E+017  5.87E+017  3.52E+017  5.3E+014   1.92E+006  4.47E+023  1.19E+020  1.28E+021  -300       0          0.0726     0.0725     -0.0726    -0.0726    -2.86E-009 7.88E-012  21.8       
9.142062E-006 1E-008    80.9       15.5       3.28E+018  5.76E+017  5.94E+017  3.58E+017  5.44E+014  1.95E+006  4.49E+023  1.22E+020  1.31E+021  -300       0          0.0733     0.0732     -0.0733    -0.0733    -2.87E-009 7.77E-012  22         
9.242062E-006 1E-008    80.9       15.5       3.32E+018  5.83E+017  6.01E+017  3.63E+017  5.59E+014  1.97E+006  4.51E+023  1.25E+020  1.34E+021  -300       0          0.0739     0.0738     -0.0739    -0.0739    -2.88E-009 7.65E-012  22.1       
9.342062E-006 1E-008    81         15.4       3.35E+018  5.89E+017  6.08E+017  3.69E+017  5.73E+014  1.99E+006  4.53E+023  1.28E+020  1.37E+021  -300       0          0.0745     0.0744     -0.0745    -0.0745    -2.89E-009 7.54E-012  22.3       
9.442062E-006 1E-008    81         15.4       3.39E+018  5.96E+017  6.14E+017  3.74E+017  5.87E+014  2.01E+006  4.55E+023  1.31E+020  1.4E+021   -300       0          0.0751     0.075      -0.0751    -0.0751    -2.9E-009  7.43E-012  22.5       
9.542062E-006 1E-008    81         15.4       3.42E+018  6.02E+017  6.21E+017  3.79E+017  6.01E+014  2.03E+006  4.57E+023  1.34E+020  1.42E+021  -300       0          0.0757     0.0756     -0.0757    -0.0757    -2.91E-009 7.32E-012  22.7       
9.642062E-006 1E-008    81.1       15.3       3.45E+018  6.09E+017  6.27E+017  3.85E+017  6.15E+014  2.05E+006  4.59E+023  1.37E+020  1.45E+021  -300       0          0.0763     0.0762     -0.0763    -0.0763    -2.92E-009 7.22E-012  22.9       
9.742062E-006 1E-008    81.1       15.3       3.48E+018  6.15E+017  6.33E+017  3.9E+017   6.29E+014  2.07E+006  4.61E+023  1.4E+020   1.48E+021  -300       0          0.0769     0.0768     -0.0769    -0.0769    -2.92E-009 7.12E-012  23         
9.842062E-006 1E-008    81.1       15.3       3.52E+018  6.21E+017  6.4E+017   3.95E+017  6.43E+014  2.08E+006  4.62E+023  1.43E+020  1.51E+021  -300       0          0.0775     0.0774     -0.0775    -0.0775    -2.93E-009 7.02E-012  23.2       
9.942062E-006 1E-008    81.2       15.2       3.55E+018  6.27E+017  6.46E+017  4E+017     6.57E+014  2.1E+006   4.64E+023  1.46E+020  1.54E+021  -300       0          0.078      0.0779     -0.078     -0.078     -2.94E-009 6.93E-012  23.4       
1.004206E-005 1E-008    81.2       15.2       3.58E+018  6.33E+017  6.51E+017  4.05E+017  6.7E+014   2.12E+006  4.66E+023  1.49E+020  1.57E+021  -300       0          0.0786     0.0785     -0.0786    -0.0786    -2.95E-009 6.83E-012  23.5       
1.014206E-005 1E-008    81.2       15.2       3.61E+018  6.38E+017  6.57E+017  4.1E+017   6.84E+014  2.14E+006  4.68E+023  1.51E+020  1.6E+021   -300       0          0.0791     0.079      -0.0791    -0.0791    -2.96E-009 6.75E-012  23.7       
1.024206E-005 1E-008    81.3       15.2       3.64E+018  6.44E+017  6.63E+017  4.15E+017  6.97E+014  2.16E+006  4.69E+023  1.54E+020  1.63E+021  -300       0          0.0796     0.0795     -0.0796    -0.0796    -2.97E-009 6.66E-012  23.9       
1.034206E-005 1E-008    81.3       15.1       3.66E+018  6.5E+017   6.68E+017  4.19E+017  7.11E+014  2.17E+006  4.71E+023  1.57E+020  1.65E+021  -300       0          0.0801     0.0801     -0.0801    -0.0801    -2.97E-009 6.58E-012  24         
1.044206E-005 1E-008    81.3       15.1       3.69E+018  6.55E+017  6.74E+017  4.24E+017  7.24E+014  2.19E+006  4.72E+023  1.6E+020   1.68E+021  -300       0          0.0806     0.0806     -0.0806    -0.0806    -2.98E-009 6.5E-012   24.2       
1.054206E-005 1E-008    81.4       15.1       3.72E+018  6.6E+017   6.79E+017  4.29E+017  7.38E+014  2.21E+006  4.74E+023  1.63E+020  1.71E+021  -300       0          0.0811     0.0811     -0.0811    -0.0811    -2.99E-009 6.42E-012  24.3       
1.064206E-005 1E-008    81.4       15.1       3.75E+018  6.65E+017  6.84E+017  4.33E+017  7.51E+014  2.22E+006  4.75E+023  1.65E+020  1.74E+021  -300       0          0.0816     0.0815     -0.0816    -0.0816    -2.99E-009 6.35E-012  24.5       
1.074206E-005 1E-008    81.4       15         3.77E+018  6.71E+017  6.9E+017   4.38E+017  7.64E+014  2.24E+006  4.77E+023  1.68E+020  1.76E+021  -300       0          0.0821     0.082      -0.0821    -0.0821    -3E-009    6.28E-012  24.6       
1.084206E-005 1E-008    81.5       15         3.8E+018   6.76E+017  6.95E+017  4.42E+017  7.77E+014  2.25E+006  4.78E+023  1.71E+020  1.79E+021  -300       0          0.0825     0.0825     -0.0825    -0.0825    -3.01E-009 6.21E-012  24.7       
1.094206E-005 1E-008    81.5       15         3.82E+018  6.81E+017  7E+017     4.47E+017  7.89E+014  2.27E+006  4.8E+023   1.73E+020  1.81E+021  -300       0          0.083      0.0829     -0.083     -0.083     -3.01E-009 6.14E-012  24.9       
1.104206E-005 1E-008    81.5       15         3.85E+018  6.85E+017  7.04E+017  4.51E+017  8.02E+014  2.28E+006  4.81E+023  1.76E+020  1.84E+021  -300       0          0.0834     0.0834     -0.0834    -0.0834    -3.02E-009 6.08E-012  25         
1.114206E-005 1E-008    81.5       14.9       3.87E+018  6.9E+017   7.09E+017  4.56E+017  8.15E+014  2.3E+006   4.82E+023  1.79E+020  1.87E+021  -300       0          0.0839     0.0838     -0.0839    -0.0839    -3.03E-009 6.01E-012  25.1       
1.124206E-005 1E-008    81.6       14.9       3.9E+018   6.95E+017  7.14E+017  4.6E+017   8.27E+014  2.31E+006  4.84E+023  1.81E+020  1.89E+021  -300       0          0.0843     0.0842     -0.0843    -0.0843    -3.03E-009 5.95E-012  25.3       
1.134206E-005 1E-008    81.6       14.9       3.92E+018  6.99E+017  7.18E+017  4.64E+017  8.39E+014  2.32E+006  4.85E+023  1.84E+020  1.92E+021  -300       0          0.0847     0.0846     -0.0847    -0.0847    -3.04E-009 5.88E-012  25.4       
1.144206E-005 1E-008    81.6       14.9       3.94E+018  7.04E+017  7.23E+017  4.68E+017  8.51E+014  2.34E+006  4.86E+023  1.86E+020  1.94E+021  -300       0          0.0851     0.085      -0.0851    -0.0851    -3.04E-009 5.82E-012  25.5       
1.154206E-005 1E-008    81.6       14.9       3.97E+018  7.08E+017  7.27E+017  4.72E+017  8.63E+014  2.35E+006  4.87E+023  1.89E+020  1.97E+021  -300       0          0.0855     0.0854     -0.0855    -0.0855    -3.05E-009 5.76E-012  25.6       
1.164206E-005 1E-008    81.7       14.9       3.99E+018  7.12E+017  7.32E+017  4.76E+017  8.75E+014  2.36E+006  4.88E+023  1.91E+020  1.99E+021  -300       0          0.0859     0.0858     -0.0859    -0.0859    -3.06E-009 5.7E-012   25.7       
1.174206E-005 1E-008    81.7       14.8       4.01E+018  7.17E+017  7.36E+017  4.8E+017   8.87E+014  2.38E+006  4.89E+023  1.94E+020  2.01E+021  -300       0          0.0862     0.0862     -0.0862    -0.0862    -3.06E-009 5.64E-012  25.8       
1.184206E-005 1E-008    81.7       14.8       4.03E+018  7.21E+017  7.4E+017   4.84E+017  8.98E+014  2.39E+006  4.9E+023   1.96E+020  2.04E+021  -300       0          0.0866     0.0865     -0.0866    -0.0866    -3.07E-009 5.58E-012  26         
1.194206E-005 1E-008    81.7       14.8       4.05E+018  7.25E+017  7.44E+017  4.88E+017  9.1E+014   2.4E+006   4.91E+023  1.98E+020  2.06E+021  -300       0          0.087      0.0869     -0.087     -0.087     -3.07E-009 5.53E-012  26.1       
1.204206E-005 1E-008    81.7       14.8       4.07E+018  7.29E+017  7.48E+017  4.91E+017  9.21E+014  2.41E+006  4.92E+023  2.01E+020  2.08E+021  -300       0          0.0873     0.0873     -0.0873    -0.0873    -3.08E-009 5.47E-012  26.2       
1.214206E-005 1E-008    81.8       14.8       4.09E+018  7.33E+017  7.52E+017  4.95E+017  9.32E+014  2.42E+006  4.93E+023  2.03E+020  2.11E+021  -300       0          0.0876     0.0876     -0.0877    -0.0877    -3.08E-009 5.42E-012  26.3       
1.224206E-005 1E-008    81.8       14.8       4.11E+018  7.36E+017  7.56E+017  4.99E+017  9.43E+014  2.44E+006  4.94E+023  2.05E+020  2.13E+021  -300       0          0.088      0.0879     -0.088     -0.088     -3.09E-009 5.37E-012  26.4       
1.234206E-005 1E-008    81.8       14.7       4.13E+018  7.4E+017   7.59E+017  5.02E+017  9.54E+014  2.45E+006  4.95E+023  2.08E+020  2.15E+021  -300       0          0.0883     0.0883     -0.0883    -0.0883    -3.09E-009 5.31E-012  26.5       
1.244206E-005 1E-008    81.8       14.7       4.15E+018  7.44E+017  7.63E+017  5.06E+017  9.64E+014  2.46E+006  4.96E+023  2.1E+020   2.17E+021  -300       0          0.0886     0.0886     -0.0886    -0.0886    -3.09E-009 5.26E-012  26.6       
1.254206E-005 1E-008    81.8       14.7       4.16E+018  7.47E+017  7.67E+017  5.09E+017  9.75E+014  2.47E+006  4.97E+023  2.12E+020  2.19E+021  -300       0          0.0889     0.0889     -0.0889    -0.0889    -3.1E-009  5.21E-012  26.7       
1.264206E-005 1E-008    81.9       14.7       4.18E+018  7.51E+017  7.7E+017   5.13E+017  9.85E+014  2.48E+006  4.98E+023  2.14E+020  2.21E+021  -300       0          0.0892     0.0892     -0.0892    -0.0892    -3.1E-009  5.16E-012  26.7       
1.274206E-005 1E-008    81.9       14.7       4.2E+018   7.54E+017  7.74E+017  5.16E+017  9.95E+014  2.49E+006  4.99E+023  2.16E+020  2.24E+021  -300       0          0.0895     0.0895     -0.0895    -0.0895    -3.11E-009 5.12E-012  26.8       
1.284206E-005 1E-008    81.9       14.7       4.22E+018  7.57E+017  7.77E+017  5.19E+017  1.01E+015  2.5E+006   4.99E+023  2.18E+020  2.26E+021  -300       0          0.0898     0.0898     -0.0898    -0.0898    -3.11E-009 5.07E-012  26.9       
1.294206E-005 1E-008    81.9       14.7       4.23E+018  7.61E+017  7.8E+017   5.23E+017  1.02E+015  2.51E+006  5E+023     2.2E+020   2.28E+021  -300       0          0.0901     0.0901     -0.0901    -0.0901    -3.11E-009 5.02E-012  27         
1.304206E-005 1E-008    81.9       14.6       4.25E+018  7.64E+017  7.83E+017  5.26E+017  1.02E+015  2.52E+006  5.01E+023  2.23E+020  2.3E+021   -300       0          0.0904     0.0904     -0.0904    -0.0904    -3.12E-009 4.98E-012  27.1       
1.314206E-005 1E-008    81.9       14.6       4.26E+018  7.67E+017  7.87E+017  5.29E+017  1.03E+015  2.53E+006  5.02E+023  2.25E+020  2.32E+021  -300       0          0.0907     0.0906     -0.0907    -0.0907    -3.12E-009 4.93E-012  27.2       
1.324206E-005 1E-008    82         14.6       4.28E+018  7.7E+017   7.9E+017   5.32E+017  1.04E+015  2.54E+006  5.02E+023  2.27E+020  2.33E+021  -300       0          0.0909     0.0909     -0.0909    -0.0909    -3.13E-009 4.89E-012  27.3       
1.334206E-005 1E-008    82         14.6       4.3E+018   7.73E+017  7.93E+017  5.35E+017  1.05E+015  2.55E+006  5.03E+023  2.28E+020  2.35E+021  -300       0          0.0912     0.0912     -0.0912    -0.0912    -3.13E-009 4.85E-012  27.3       
1.344206E-005 1E-008    82         14.6       4.31E+018  7.76E+017  7.96E+017  5.38E+017  1.06E+015  2.55E+006  5.04E+023  2.3E+020   2.37E+021  -300       0          0.0914     0.0914     -0.0914    -0.0915    -3.13E-009 4.81E-012  27.4       
1.354206E-005 1E-008    82         14.6       4.32E+018  7.79E+017  7.99E+017  5.41E+017  1.07E+015  2.56E+006  5.04E+023  2.32E+020  2.39E+021  -300       0          0.0917     0.0917     -0.0917    -0.0917    -3.14E-009 4.77E-012  27.5       
1.364206E-005 1E-008    82         14.6       4.34E+018  7.82E+017  8.01E+017  5.44E+017  1.08E+015  2.57E+006  5.05E+023  2.34E+020  2.41E+021  -300       0          0.0919     0.0919     -0.0919    -0.0919    -3.14E-009 4.72E-012  27.6       
1.374206E-005 1E-008    82         14.6       4.35E+018  7.84E+017  8.04E+017  5.46E+017  1.09E+015  2.58E+006  5.06E+023  2.36E+020  2.43E+021  -300       0          0.0922     0.0921     -0.0922    -0.0922    -3.14E-009 4.69E-012  27.6       
1.384206E-005 1E-008    82         14.6       4.37E+018  7.87E+017  8.07E+017  5.49E+017  1.1E+015   2.59E+006  5.06E+023  2.38E+020  2.44E+021  -300       0          0.0924     0.0924     -0.0924    -0.0924    -3.15E-009 4.65E-012  27.7       
1.394206E-005 1E-008    82         14.5       4.38E+018  7.9E+017   8.1E+017   5.52E+017  1.11E+015  2.6E+006   5.07E+023  2.4E+020   2.46E+021  -300       0          0.0926     0.0926     -0.0926    -0.0926    -3.15E-009 4.61E-012  27.8       
1.404206E-005 1E-008    82.1       14.5       4.39E+018  7.92E+017  8.12E+017  5.55E+017  1.11E+015  2.6E+006   5.08E+023  2.41E+020  2.48E+021  -300       0          0.0928     0.0928     -0.0929    -0.0929    -3.15E-009 4.57E-012  27.8       
1.414206E-005 1E-008    82.1       14.5       4.41E+018  7.95E+017  8.15E+017  5.57E+017  1.12E+015  2.61E+006  5.08E+023  2.43E+020  2.49E+021  -300       0          0.0931     0.093      -0.0931    -0.0931    -3.15E-009 4.54E-012  27.9       
1.424206E-005 1E-008    82.1       14.5       4.42E+018  7.97E+017  8.17E+017  5.6E+017   1.13E+015  2.62E+006  5.09E+023  2.45E+020  2.51E+021  -300       0          0.0933     0.0932     -0.0933    -0.0933    -3.16E-009 4.5E-012   28         
1.434206E-005 1E-008    82.1       14.5       4.43E+018  8E+017     8.2E+017   5.62E+017  1.14E+015  2.63E+006  5.09E+023  2.46E+020  2.53E+021  -300       0          0.0935     0.0935     -0.0935    -0.0935    -3.16E-009 4.46E-012  28         
1.444206E-005 1E-008    82.1       14.5       4.44E+018  8.02E+017  8.22E+017  5.65E+017  1.15E+015  2.63E+006  5.1E+023   2.48E+020  2.54E+021  -300       0          0.0937     0.0937     -0.0937    -0.0937    -3.16E-009 4.43E-012  28.1       
1.454206E-005 1E-008    82.1       14.5       4.45E+018  8.04E+017  8.24E+017  5.67E+017  1.15E+015  2.64E+006  5.1E+023   2.5E+020   2.56E+021  -300       0          0.0939     0.0938     -0.0939    -0.0939    -3.17E-009 4.4E-012   28.1       
1.464206E-005 1E-008    82.1       14.5       4.46E+018  8.07E+017  8.27E+017  5.7E+017   1.16E+015  2.65E+006  5.11E+023  2.51E+020  2.57E+021  -300       0          0.0941     0.094      -0.0941    -0.0941    -3.17E-009 4.36E-012  28.2       
1.474206E-005 1E-008    82.1       14.5       4.48E+018  8.09E+017  8.29E+017  5.72E+017  1.17E+015  2.65E+006  5.11E+023  2.53E+020  2.59E+021  -300       0          0.0943     0.0942     -0.0943    -0.0943    -3.17E-009 4.33E-012  28.2       
1.484206E-005 1E-008    82.1       14.5       4.49E+018  8.11E+017  8.31E+017  5.74E+017  1.17E+015  2.66E+006  5.12E+023  2.54E+020  2.6E+021   -300       0          0.0944     0.0944     -0.0944    -0.0944    -3.17E-009 4.3E-012   28.3       
1.494206E-005 1E-008    82.2       14.5       4.5E+018   8.13E+017  8.33E+017  5.76E+017  1.18E+015  2.67E+006  5.12E+023  2.56E+020  2.62E+021  -300       0          0.0946     0.0946     -0.0946    -0.0946    -3.18E-009 4.27E-012  28.4       
1.504206E-005 1E-008    82.2       14.5       4.51E+018  8.15E+017  8.35E+017  5.79E+017  1.19E+015  2.67E+006  5.13E+023  2.57E+020  2.63E+021  -300       0          0.0948     0.0948     -0.0948    -0.0948    -3.18E-009 4.24E-012  28.4       
1.514206E-005 1E-008    82.2       14.4       4.52E+018  8.17E+017  8.37E+017  5.81E+017  1.2E+015   2.68E+006  5.13E+023  2.59E+020  2.64E+021  -300       0          0.095      0.0949     -0.095     -0.095     -3.18E-009 4.21E-012  28.5       
1.524206E-005 1E-008    82.2       14.4       4.53E+018  8.19E+017  8.39E+017  5.83E+017  1.2E+015   2.68E+006  5.13E+023  2.6E+020   2.66E+021  -300       0          0.0951     0.0951     -0.0951    -0.0951    -3.18E-009 4.18E-012  28.5       
1.534206E-005 1E-008    82.2       14.4       4.54E+018  8.21E+017  8.41E+017  5.85E+017  1.21E+015  2.69E+006  5.14E+023  2.62E+020  2.67E+021  -300       0          0.0953     0.0953     -0.0953    -0.0953    -3.18E-009 4.15E-012  28.6       
1.544206E-005 1E-008    82.2       14.4       4.55E+018  8.23E+017  8.43E+017  5.87E+017  1.21E+015  2.69E+006  5.14E+023  2.63E+020  2.68E+021  -300       0          0.0954     0.0954     -0.0954    -0.0954    -3.19E-009 4.12E-012  28.6       
1.554206E-005 1E-008    82.2       14.4       4.56E+018  8.25E+017  8.45E+017  5.89E+017  1.22E+015  2.7E+006   5.15E+023  2.64E+020  2.7E+021   -300       0          0.0956     0.0956     -0.0956    -0.0956    -3.19E-009 4.09E-012  28.7       
1.564206E-005 1E-008    82.2       14.4       4.56E+018  8.27E+017  8.47E+017  5.91E+017  1.23E+015  2.7E+006   5.15E+023  2.66E+020  2.71E+021  -300       0          0.0957     0.0957     -0.0957    -0.0957    -3.19E-009 4.07E-012  28.7       
1.574206E-005 1E-008    82.2       14.4       4.57E+018  8.29E+017  8.48E+017  5.93E+017  1.23E+015  2.71E+006  5.15E+023  2.67E+020  2.72E+021  -300       0          0.0959     0.0959     -0.0959    -0.0959    -3.19E-009 4.04E-012  28.7       
1.584206E-005 1E-008    82.2       14.4       4.58E+018  8.3E+017   8.5E+017   5.95E+017  1.24E+015  2.72E+006  5.16E+023  2.68E+020  2.73E+021  -300       0          0.096      0.096      -0.096     -0.096     -3.19E-009 4.02E-012  28.8       
